WELLNAME,= 33846-CBL (1),,,,,,
STDEP  =,17,,,,,,
ENDEP  =,10431.5,,,,,,
LEVEL  =,0.5,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL, GR,",LTEN,,,
,,,,,,,
DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN
9253,0    13.1726,19.3969,28.1867,12.7826,0,58.5042,1941.9963
9253.5,0    12.8785,19.2113,29.2426,11.6887,0,55.9821,1944.3705
9254,0    10.3851,15.5133,25.7283,7.5661,0,55.1995,1956.2412
9254.5,0    7.7181,11.502,21.2958,3.8623,0,53.0453,1944.3705
9255,0    5.8052,9.0028,17.9177,1.3961,0,49.9679,1938.0394
9255.5,0    5.1250,7.8802,15.6819,1.3057,0,51.8237,1934.8739
9256,0    5.3292,7.2221,13.1148,2.9169,0,57.503,1935.6653
9256.5,0    5.2118,7.0019,9.7878,4.2536,0,65.2008,1945.1619
9257,0    4.0825,6.2363,11.2669,3.7608,0,69.0888,1960.9895
9257.5,0    3.1811,4.1847,5.7359,2.1344,0,61.4345,1952.2843
9258,0    3.3222,3.2239,6.8313,0.2664,-2,47.9187,1957.824
9258.5,0    3.8991,3.3692,7.2107,0.466,0,37.9986,1956.2412
9259,0    5.4023,6.1142,7.9016,4.1764,0,35.9683,1941.9963
9259.5,0    8.7639,12.3502,15.1363,10.0719,0,39.2262,1949.1188
9260,0    13.6353,20.5624,26.0162,17.4285,0,44.3371,1957.0326
9260.5,0    17.0777,26.023,32.0032,22.5192,0,48.1308,1948.3274
9261,0    17.2399,26.9991,32.1659,23.2556,0,48.0999,1943.5791
9261.5,0    16.8280,26.7638,32.054,22.3245,0,46.5648,1939.6222
9262,0    16.1979,25.6716,32.681,19.47,0,51.0542,1934.8739
9262.5,0    15.8245,24.7404,32.383,17.4379,0,60.4688,1939.6222
9263,0    15.9136,24.4447,30.205,18.7926,0,64.485,1949.1188
9263.5,0    16.2246,25.5082,29.4491,21.8985,0,60.297,1946.7446
9264,0    14.8160,23.4841,26.8201,20.5519,0,55.0542,1941.9963
9264.5,0    13.4440,19.6169,23.39,16.9644,0,50.372,1949.1188
9265,0    12.4048,17.5951,20.0721,15.7325,0,48.1552,1941.9963
9265.5,0    11.8465,16.523,18.5858,14.1372,0,54.2971,1946.7446
9266,0    10.2616,14.2384,18.5665,9.8209,0,59.0583,1956.2412
9266.5,0    8.1343,11.5156,14.7458,7.6113,0,59.2332,1949.9102
9267,0    7.6150,11.3667,14.763,8.2259,0,63.6993,1949.9102
9267.5,0    8.3151,12.474,14.6514,10.1068,0,70.4615,1951.4929
9268,0    9.4040,13.9154,15.2346,12.6315,0,71.3783,1949.9102
9268.5,0    9.5846,14.0307,14.4721,13.5326,0,68.0675,1949.9102
9269,0    9.9219,14.3434,14.7744,13.9297,0,65.3056,1949.9102
9269.5,0    11.2363,15.8689,18.5314,13.1986,0,64.3476,1949.9102
9270,0    12.3779,18.3664,22.6268,13.8974,0,66.9105,1953.8671
9270.5,0    14.1536,21.6052,24.3789,18.6138,0,71.0651,1948.3274
9271,0    15.4871,23.8576,26.7484,21.4918,0,68.3654,1945.9532
9271.5,0    16.2190,25.1053,28.9041,21.2631,0,63.5793,1954.6584
9272,0    18.1778,28.5064,33.2891,24.9048,0,64.1492,1961.7809
9272.5,0    19.3448,30.8195,35.1183,27.1457,0,63.7426,1953.0757
9273,0    18.9075,29.7053,31.5797,26.0637,0,63.0674,1945.9532
9273.5,0    19.1178,29.1791,33.4586,26.2471,0,67.9043,1945.9532
9274,0    19.6179,30.1629,33.0787,27.2747,0,76.578,1941.9963
9274.5,0    19.9425,31.3427,34.1205,29.0473,0,86.0594,1952.2843
9275,0    20.5101,32.6206,36.6739,29.5176,0,89.9493,1953.8671
9275.5,0    20.4726,32.5071,35.4935,29.9143,0,79.6325,1947.536
9276,0    19.5602,30.9944,32.0803,29.6461,0,57.4283,1952.2843
9276.5,0    18.7164,29.1244,30.4811,27.3968,0,45.8704,1949.9102
9277,0    17.4050,26.1498,27.0177,24.9712,0,56.0395,1943.5791
9277.5,0    15.9233,23.2254,26.2186,21.0504,0,72.5222,1958.6154
9278,0    14.3452,20.7565,25.9311,16.5063,0,74.7169,1960.9895
9278.5,0    12.1286,18.067,23.0708,13.564,0,69.7953,1955.4498
9279,0    12.0042,16.7526,22.6736,10.6519,0,69.0125,1949.9102
9279.5,0    12.2717,15.9589,22.9522,10.3286,0,71.1301,1949.9102
9280,0    10.3548,13.5252,20.71,6.539,0,67.8454,1946.7446
9280.5,0    9.0346,11.6778,18.167,5.2887,0,59.741,1964.155
9281,0    9.0659,12.6895,18.6621,7.2809,0,58.4418,1953.8671
9281.5,0    10.6412,16.2004,21.5393,11.5933,0,60.8666,1950.7015
9282,0    14.6903,22.5288,25.3836,19.4269,0,63.2203,1955.4498
9282.5,0    16.8524,26.0264,27.9329,24.2918,0,60.2865,1949.9102
9283,0    16.0252,25.557,29.5045,22.6289,0,58.2323,1956.2412
9283.5,0    14.1685,23.6947,26.7826,21.9237,0,63.7891,1957.824
9284,0    13.6721,21.3869,22.7509,18.9283,0,64.3368,1957.0326
9284.5,0    13.7172,19.6339,21.262,17.2066,0,64.9678,1952.2843
9285,0    14.4679,20.0829,22.2689,18.4231,0,63.859,1949.1188
9285.5,0    14.6124,21.513,24.9392,19.0876,0,64.8675,1957.824
9286,0    12.1163,18.6615,23.7575,14.6391,0,74.7422,1957.824
9286.5,0    7.9072,13.7227,20.1405,6.8418,0,72.8926,1964.155
9287,0    6.5998,11.2181,19.3994,3.3408,0,61.5372,1968.1121
9287.5,0    8.5378,13.1186,22.1393,6.3283,0,57.4844,1958.6154
9288,0    11.3130,17.8932,25.0717,12.7669,0,58.4812,1960.1981
9288.5,0    14.7195,22.8191,29.4209,17.3091,0,55.8804,1968.1121
9289,0    16.6389,25.9883,32.9262,20.3673,0,51.799,1952.2843
9289.5,0    16.8931,28.974,35.9788,23.8496,0,56.9974,1964.155
9290,0    19.9485,33.1145,39.3819,27.9719,0,70.0575,1965.7378
9290.5,0    24.1612,36.4399,42.3762,31.0529,0,80.1927,1960.9895
9291,0    23.9840,37.1343,43.3791,31.2697,0,79.242,1960.9895
9291.5,0    21.8995,35.2209,41.7892,29.8668,0,74.3663,1957.0326
9292,0    19.9012,32.3187,39.6381,25.8189,0,79.3429,1952.2843
9292.5,0    19.6022,31.4145,38.806,23.4142,0,79.195,1968.1121
9293,0    19.9573,31.9396,38.0781,24.124,0,71.2856,1965.7378
9293.5,0    20.3923,32.4741,38.3659,24.892,0,63.6981,1964.9464
9294,0    20.0824,31.7138,39.2139,23.6901,0,50.3469,1957.0326
9294.5,0    20.0022,31.7828,39.5664,23.9922,0,50.5051,1954.6584
9295,0    20.7059,33.019,40.0008,26.4556,0,64.5569,1949.9102
9295.5,0    21.6643,34.6922,40.4109,29.4356,0,72.5192,1957.824
9296,0    23.0899,37.0299,43.8051,30.7864,0,68.2988,1960.9895
9296.5,0    25.4545,40.663,47.6408,34.1286,0,53.1429,1957.824
9297,0    27.7250,44.0904,50.7299,38.1055,0,44.8882,1961.7809
9297.5,0    30.5617,46.2078,54.2538,34.2947,0,49.3537,1953.0757
9298,0    27.1708,39.603,46.702,27.4531,0,56.4866,1950.7015
9298.5,0    19.1421,28.4003,33.5979,23.3526,0,60.4259,1959.4067
9299,0    17.9240,27.3757,32.7097,22.4024,0,60.0509,1960.9895
9299.5,0    17.1599,26.4813,31.6984,22.898,0,56.6263,1955.4498
9300,0    17.0705,25.22,29.9957,21.865,0,51.8221,1960.1981
9300.5,0    19.6188,29.6821,33.151,27.3516,0,49.699,1957.824
9301,0    23.7862,37.3177,39.1085,34.321,0,48.3673,1958.6154
9301.5,0    27.8952,45.2038,50.5814,40.3121,0,45.3039,1969.6948
9302,0    28.8964,46.988,54.7595,39.9705,0,40.3908,1973.6517
9302.5,0    27.4590,45.2531,52.146,39.0335,0,36.3656,1963.3636
9303,0    27.6105,45.0074,48.7636,41.3442,0,41.5704,1953.0757
9303.5,0    27.1474,43.7108,47.6722,40.0567,0,50.564,1953.0757
9304,0    25.7688,41.4722,47.189,36.3081,0,48.3908,1959.4067
9304.5,0    24.4022,38.8328,44.0369,32.8533,0,54.2252,1968.1121
9305,0    23.4808,37.2351,41.1206,32.487,0,74.057,1970.4862
9305.5,0    23.3909,36.9405,40.0016,33.9505,0,74.3828,1957.824
9306,0    23.1954,36.5925,39.4684,34.4794,0,66.5203,1960.9895
9306.5,0    24.3647,38.0733,40.2235,35.8446,0,75.3691,1956.2412
9307,0    26.2154,40.9481,42.8778,37.9858,0,74.1576,1966.5293
9307.5,0    26.8619,42.8716,47.0533,39.4614,0,58.5379,1977.6086
9308,0    26.5390,43.2062,48.7726,38.8918,0,56.5637,1983.1483
9308.5,0    26.3673,42.8964,47.5099,39.1992,0,64.5388,1967.3207
9309,0    25.6966,41.3196,44.8574,37.9219,0,66.4516,1957.824
9309.5,0    24.4175,37.8318,40.5096,34.3179,0,68.3177,1953.0757
9310,0    21.6297,33.0026,34.1431,30.6571,0,73.234,1957.0326
9310.5,0    19.2720,29.3696,32.7423,27.3334,0,75.4736,1964.155
9311,0    17.8856,27.5546,29.5329,24.7821,0,79.023,1964.155
9311.5,0    18.4904,28.1922,29.4744,25.8372,0,81.0253,1954.6584
9312,0    19.3723,27.9114,29.1686,26.7575,0,76.1127,1953.8671
9312.5,0    17.9590,24.9765,26.5185,23.4238,0,68.3876,1953.0757
9313,0    14.6634,22.0985,25.3047,18.3394,0,70.2728,1963.3636
9313.5,0    13.1241,20.4698,27.2335,16.0023,0,83.8713,1973.6517
9314,0    12.1402,17.8253,23.0046,14.1248,0,89.4334,1964.9464
9314.5,0    12.1593,17.2523,19.7521,14.2435,0,85.2111,1964.9464
9315,0    14.3448,21.2598,23.732,18.8758,0,80.0027,1961.7809
9315.5,0    17.9236,27.4385,30.0115,25.6016,0,67.652,1953.8671
9316,0    19.8513,31.2005,33.4687,28.7301,0,63.0705,1959.4067
9316.5,0    20.3509,32.4065,34.2049,30.0728,0,70.6592,1961.7809
9317,0    20.9861,32.6352,35.5202,29.9965,0,77.3932,1968.1121
9317.5,0    20.4444,31.3355,35.0688,27.8384,0,82.4957,1957.0326
9318,0    19.6716,30.238,32.3054,28.3074,0,84.4534,1957.824
9318.5,0    20.4235,31.7197,33.8712,29.6512,0,84.7107,1957.824
9319,0    20.6936,32.6714,35.4923,30.4125,0,80.7804,1950.7015
9319.5,0    20.1598,32.112,34.6653,28.7728,0,66.6031,1961.7809
9320,0    21.3160,35.3697,39.0723,31.0969,0,55.748,1970.4862
9320.5,0    25.7848,43.1235,47.2052,39.5938,0,62.062,1960.9895
9321,0    30.0192,48.2558,51.8172,45.4612,0,67.6164,1960.9895
9321.5,0    31.6348,50.4358,54.3492,46.7877,0,63.8812,1960.9895
9322,0    32.7003,52.9985,57.5198,50.0928,0,61.025,1961.7809
9322.5,0    32.3923,54.7205,57.8379,53.0984,0,58.9158,1969.6948
9323,0    33.1839,55.7842,57.6917,54.6903,0,57.6664,1960.9895
9323.5,0    34.8139,56.6748,58.0338,55.26,0,55.262,1961.7809
9324,0    34.5893,56.1263,56.7777,55.2882,0,53.575,1964.9464
9324.5,0    34.5764,55.9193,57.86,53.8906,0,60.8601,1964.9464
9325,0    33.6226,54.3651,56.4442,52.2314,0,69.9184,1964.9464
9325.5,0    32.7545,53.0272,54.5149,50.9539,0,64.3042,1976.0259
9326,0    33.1667,53.3997,55.2445,50.9347,0,61.6554,1970.4862
9326.5,0    33.4652,53.7936,56.296,51.1891,0,60.2683,1960.9895
9327,0    32.5953,51.8285,54.2365,49.3608,0,57.8497,1960.9895
9327.5,0    29.0717,45.0901,46.6677,44.1628,0,62.0469,1960.9895
9328,0    24.0428,36.0347,40.2084,31.5537,0,60.3257,1960.9895
9328.5,0    20.0137,29.0139,32.9831,24.8182,0,53.4837,1970.4862
9329,0    16.3091,23.7993,25.4237,22.2749,0,52.4142,1972.069
9329.5,0    13.1207,19.1597,20.6307,17.1307,0,61.2559,1968.1121
9330,0    11.2981,16.2519,18.6508,13.4983,0,73.553,1963.3636
9330.5,0    11.1703,16.0499,19.2362,12.674,0,83.8997,1960.9895
9331,0    10.9437,16.6891,19.5214,12.5524,0,89.0593,1961.7809
9331.5,0    11.4582,17.9139,22.9149,14.592,0,91.5217,1970.4862
9332,0    13.2541,20.4224,26.2749,16.4495,0,88.7304,1975.2345
9332.5,0    16.3617,24.8907,27.7514,22.3152,0,89.2551,1964.9464
9333,0    20.6700,31.6306,32.7275,30.0708,0,93.3423,1969.6948
9333.5,0    22.7528,35.1028,36.4622,33.6801,0,84.8168,1972.069
9334,0    22.1102,34.4995,38.0369,31.8142,0,73.1666,1972.8604
9334.5,0    19.6512,30.7036,36.7621,25.4505,0,65.5152,1970.4862
9335,0    19.9035,32.0576,38.6394,26.8364,0,61.3792,1968.9034
9335.5,0    21.5676,35.6637,41.4646,31.6896,0,62.7757,1964.155
9336,0    22.9293,37.6781,40.3519,35.9596,0,69.5594,1960.9895
9336.5,0    25.6865,41.1781,42.19,40.1763,0,79.5847,1961.7809
9337,0    27.5565,43.8594,47.4406,41.0352,0,77.3298,1968.9034
9337.5,0    28.8917,45.3273,49.1166,42.1181,0,58.6888,1972.069
9338,0    29.0377,44.2865,46.4562,41.5466,0,42.0318,1972.8604
9338.5,0    26.5671,40.4946,42.8556,38.4233,0,36.9836,1972.8604
9339,0    24.1301,38.6555,41.1512,36.4275,0,41.3174,1960.9895
9339.5,0    22.6328,37.3796,39.8701,34.6053,0,46.4186,1954.6584
9340,0    19.4624,32.675,35.1652,29.5562,0,50.7159,1964.9464
9340.5,0    17.3008,29.0946,36.2711,25.5134,0,50.3411,1972.8604
9341,0    10.7838,17.2731,20.5395,14.8873,0,48.1464,1971.2776
9341.5,0    8.2731,12.3781,14.1985,10.6051,0,49.0539,1960.9895
9342,0    8.8960,13.2391,15.0849,10.2439,0,53.25,1960.9895
9342.5,0    12.4227,19.1597,20.9803,16.7625,0,53.7657,1961.7809
9343,0    23.7208,37.6911,39.0553,35.9259,0,41.2401,1964.9464
9343.5,0    30.1941,48.2893,50.1222,46.7783,0,27.0001,1976.0259
9344,0    31.9976,51.3396,53.4734,49.5269,0,28.0946,1976.0259
9344.5,0    34.7659,55.9832,57.7781,54.4543,0,43.9735,1976.0259
9345,0    34.2120,55.357,56.8407,54.3471,0,59.2235,1967.3207
9345.5,0    33.6545,54.1825,56.6372,52.6206,0,68.484,1963.3636
9346,0    33.9235,54.7342,56.4365,52.5677,0,73.3005,1968.1121
9346.5,0    33.1199,53.8986,55.7036,51.9032,0,65.1353,1976.0259
9347,0    31.9464,52.6087,55.187,49.9618,0,61.1373,1971.2776
9347.5,0    32.0216,51.9759,56.0727,47.9476,0,68.0198,1961.7809
9348,0    31.0557,49.2374,55.6795,43.6566,0,67.2048,1960.9895
9348.5,0    31.2578,49.3323,56.22,44.3113,0,57.4653,1963.3636
9349,0    32.5292,51.1498,58.1213,45.9162,0,50.5182,1972.8604
9349.5,0    31.9311,50.6646,57.455,44.9796,0,56.0247,1972.8604
9350,0    30.2464,49.2183,56.1943,43.0652,0,66.6953,1976.8173
9350.5,0    29.1264,47.4007,54.1465,41.6548,0,65.0449,1972.069
9351,0    27.9882,45.9381,52.6253,41.0995,0,55.5396,1972.8604
9351.5,0    27.4917,45.919,50.902,40.9008,0,52.0722,1972.8604
9352,0    26.9685,45.2148,49.2867,40.2973,0,56.4954,1987.1052
9352.5,0    24.9177,42.4713,46.0195,39.1022,0,65.9304,1987.1052
9353,0    23.4649,38.2288,43.4795,32.2395,0,66.0949,1977.6086
9353.5,0    23.9472,36.8713,44.1503,29.6786,0,60.4484,1972.069
9354,0    24.9298,38.1546,44.9128,31.2622,0,52.5188,1972.069
9354.5,0    26.1655,41.2647,48.6142,34.1452,0,44.3921,1964.155
9355,0    27.4166,43.3756,52.8941,35.9552,0,47.2186,1972.8604
9355.5,0    27.5990,43.3797,53.1103,35.892,0,54.5826,1976.0259
9356,0    28.3493,44.8826,51.4857,38.9289,0,52.7228,1969.6948
9356.5,0    29.0997,46.6073,50.9273,41.9832,0,43.4135,1957.0326
9357,0    27.9084,45.5755,49.8023,40.9553,0,39.5081,1967.3207
9357.5,0    26.7774,43.7616,49.1515,38.1871,0,55.0108,1958.6154
9358,0    26.6296,43.456,51.0902,36.8045,0,71.6507,1965.7378
9358.5,0    28.3108,45.6649,54.2148,38.4332,0,68.8935,1988.688
9359,0    30.6751,49.0936,56.6167,41.1496,0,66.2008,1973.6517
9359.5,0    32.8559,52.7763,59.9022,42.9383,0,63.7149,1972.8604
9360,0    34.1139,54.7308,62.1637,45.465,0,54.7014,1972.069
9360.5,0    34.2776,54.6856,60.4989,48.3536,0,48.454,1972.8604
9361,0    32.5816,51.9916,59.981,45.3588,0,58.109,1976.8173
9361.5,0    30.8175,49.9191,58.2242,42.0037,0,71.547,1987.1052
9362,0    29.8621,46.6752,53.859,38.9789,0,67.7349,1974.4431
9362.5,0    26.8932,40.9666,48.9079,32.4613,0,60.2668,1968.9034
9363,0    21.3358,33.5155,42.6129,24.8852,0,54.8264,1968.9034
9363.5,0    14.9683,23.5914,32.2361,15.5802,0,51.8079,1968.9034
9364,0    9.4613,14.795,22.8044,7.7343,0,54.5646,1974.4431
9364.5,0    6.7941,9.8327,16.667,4.55,0,53.1249,1975.2345
9365,0    6.0578,8.3363,14.3212,3.6958,0,52.0278,1968.9034
9365.5,0    5.0206,7.1907,12.3746,3.0458,0,56.7122,1972.069
9366,0    5.9160,8.7569,13.4444,5.014,0,55.2474,1976.8173
9366.5,0    7.2456,11.4983,16.1258,7.6618,0,42.3611,1968.9034
9367,0    9.2600,14.8609,20.2437,9.3488,0,41.6507,1976.0259
9367.5,0    12.1781,18.7897,24.2323,12.3818,0,62.6356,1983.1483
9368,0    14.1980,22.0137,27.8917,16.9473,0,72.1199,1980.7742
9368.5,0    16.5316,25.1409,30.9829,19.57,0,66.9169,1968.9034
9369,0    19.3362,29.8187,37.0685,22.9371,0,63.6438,1968.9034
9369.5,0    20.4652,32.76,41.6968,25.086,0,60.7461,1966.5293
9370,0    20.2989,32.4836,41.8445,24.2082,0,57.8223,1974.4431
9370.5,0    19.5671,30.1088,38.1404,22.5941,0,59.3793,1982.3569
9371,0    19.5358,29.9397,36.2577,23.2214,0,63.9297,1972.8604
9371.5,0    19.9736,30.7498,35.525,25.5767,0,61.4355,1975.2345
9372,0    18.5937,27.8736,31.7443,23.5232,0,56.9245,1976.0259
9372.5,0    14.3695,21.4632,25.9654,16.8372,0,56.7223,1972.069
9373,0    11.0986,16.8494,21.9595,12.4823,0,53.0086,1980.7742
9373.5,0    9.4761,14.0698,18.5362,9.426,0,47.1021,1983.9397
9374,0    8.9326,12.2912,16.8758,8.1894,0,48.4197,1979.9828
9374.5,0    8.3480,11.8003,15.8697,8.1228,0,55.3996,1979.9828
9375,0    8.0064,11.3945,15.0017,8.016,0,60.8844,1973.6517
9375.5,0    8.9455,12.2011,16.8576,8.6768,0,60.2299,1979.9828
9376,0    10.3447,14.3912,19.3185,12.03,0,53.4762,1985.5225
9376.5,0    11.2587,16.3378,21.5095,12.2072,0,51.0906,1974.4431
9377,0    12.3661,18.4546,24.4977,12.7227,0,58.1046,1972.8604
9377.5,0    13.9328,21.1586,27.2416,15.36,0,57.3625,1972.069
9378,0    16.4236,25.0043,30.6093,20.9208,0,43.5134,1972.8604
9378.5,0    17.1780,25.9528,30.4352,22.1193,0,38.743,1972.8604
9379,0    18.1409,27.75,31.9806,23.4804,0,43.0307,1989.4794
9379.5,0    22.1414,34.2429,39.2929,30.7251,0,41.2334,1982.3569
9380,0    27.7893,44.6817,48.7764,40.5601,0,43.4774,1978.4
9380.5,0    32.5599,53.4827,56.7352,49.1341,0,52.8525,1972.8604
9381,0    34.7985,57.4246,61.2625,52.2669,0,60.339,1972.8604
9381.5,0    35.6697,58.5137,63.6282,53.9479,0,68.5339,1976.0259
9382,0    36.3969,58.4542,63.4786,53.4251,0,71.4831,1983.9397
9382.5,0    35.1951,55.9608,61.7776,49.974,0,67.0654,1983.9397
9383,0    30.6842,49.9488,56.569,43.2663,0,59.0516,1976.0259
9383.5,0    24.3610,40.4027,45.5069,35.7824,0,58.4045,1972.069
9384,0    19.1649,30.7666,34.7274,27.1758,0,63.7312,1979.9828
9384.5,0    17.4094,26.5041,31.0398,22.5925,-2,62.1299,1979.9828
9385,0    16.4011,23.7474,29.5109,19.723,0,61.8362,1979.9828
9385.5,0    19.1797,29.9238,35.1557,26.2229,0,57.4431,1979.9828
9386,0    26.3996,42.6822,48.3478,37.8567,0,46.0684,1967.3207
9386.5,0    27.8302,44.7382,51.324,38.5769,0,38.4334,1964.9464
9387,0    31.7853,51.7451,59.3901,45.4453,0,43.7391,1964.9464
9387.5,0    33.3035,54.5924,61.8053,48.2651,0,45.5341,1958.6154
9388,0    34.8304,57.5856,64.2068,50.9457,0,43.4462,1979.9828
9388.5,0    37.5163,61.2663,67.8514,54.9585,0,60.4612,1979.9828
9389,0    38.6381,62.7447,67.1035,58.4392,0,75.1216,1979.9828
9389.5,0    38.8136,62.6399,66.1255,59.5098,0,68.8689,1979.9828
9390,0    38.5015,63.0645,66.9086,60.0859,0,61.1802,1979.9828
9390.5,0    37.7805,62.0279,66.9539,58.539,0,58.5646,1969.6948
9391,0    37.9447,61.4028,66.6922,56.487,0,67.051,1981.5656
9391.5,0    38.3376,61.9826,67.5151,56.6455,0,70.6192,1981.5656
9392,0    38.4897,62.4956,68.7434,55.8186,0,56.9778,1972.069
9392.5,0    37.3171,60.7846,66.6221,53.7918,0,48.0544,1972.8604
9393,0    35.5051,57.849,64.2668,50.9179,0,55.3555,1972.8604
9393.5,0    34.2729,55.0884,63.2047,46.4471,0,68.4963,1968.1121
9394,0    33.8112,54.1695,61.3083,46.5968,0,76.5111,1972.8604
9394.5,0    33.8737,54.8386,60.0674,49.2603,0,72.4826,1981.5656
9395,0    33.8508,55.1297,61.292,48.9893,0,59.0099,1977.6086
9395.5,0    33.7441,55.4966,62.3884,48.4881,0,49.9671,1977.6086
9396,0    34.2942,56.0413,65.4403,47.9031,0,55.2636,1981.5656
9396.5,0    35.3481,57.9517,66.4409,51.2339,0,67.8235,1973.6517
9397,0    35.0490,57.7372,63.9369,52.8421,0,77.6821,1978.4
9397.5,0    34.2652,55.4756,59.4723,51.9012,0,72.8383,1972.8604
9398,0    33.6118,54.7011,57.4413,52.5506,0,59.2076,1972.8604
9398.5,0    33.7160,55.5328,59.4291,52.9255,0,48.6113,1972.8604
9399,0    34.7714,56.8575,61.1236,53.2806,0,44.3926,1972.8604
9399.5,0    35.9961,58.4693,62.8022,54.0216,0,46.5318,1972.8604
9400,0    34.4384,56.5561,60.5783,52.4947,0,51.8029,1972.8604
9400.5,0    32.1610,52.4438,55.01,48.9629,0,63.3561,1982.3569
9401,0    30.0236,48.0304,50.723,43.6075,0,69.9743,1972.8604
9401.5,0    27.4828,43.8944,47.8407,39.5782,0,69.1301,1973.6517
9402,0    26.4139,42.4717,46.9339,38.469,0,68.908,1970.4862
9402.5,0    26.7468,42.6923,45.1326,39.6153,0,65.1589,1971.2776
9403,0    26.4868,42.0689,44.6159,39.7403,0,62.213,1983.9397
9403.5,0    26.0302,41.1454,45.5392,37.593,0,57.2301,1983.9397
9404,0    25.8757,42.2325,45.6168,39.1992,0,45.3742,1980.7742
9404.5,0    26.8372,43.8649,46.4156,40.534,0,31.1567,1985.5225
9405,0    27.0904,43.9767,45.8066,41.5542,0,24.2362,1978.4
9405.5,0    26.5785,42.6053,44.5996,40.9576,0,31.5103,1983.9397
9406,0    26.3050,41.209,43.3926,38.5604,0,51.9191,1983.9397
9406.5,0    26.4634,41.8868,45.8831,37.7974,0,69.2247,1983.1483
9407,0    26.9059,42.3209,48.5196,37.9327,0,66.3091,1973.6517
9407.5,0    25.8461,40.3007,45.1196,36.2115,0,55.7042,1972.8604
9408,0    25.3911,39.3665,43.8157,34.9696,0,53.5364,1972.8604
9408.5,0    26.9048,41.6707,45.743,37.6093,0,51.8893,1975.2345
9409,0    28.3995,45.1991,48.0029,43.5139,0,46.2443,1991.8535
9409.5,0    29.0834,47.0649,48.5789,45.8195,0,41.3126,1987.1052
9410,0    29.1837,47.4454,50.4129,43.4401,0,44.9114,1980.7742
9410.5,0    28.2174,46.0138,52.3691,39.4474,0,57.3315,1982.3569
9411,0    30.3604,48.8413,55.9978,41.4527,0,66.3537,1981.5656
9411.5,0    33.8324,53.3331,57.9965,47.5577,0,68.083,1989.4794
9412,0    35.2775,56.6429,59.3443,53.1901,0,58.3284,1990.2708
9412.5,0    35.0254,56.9132,59.5291,55.4488,0,44.1842,1987.8966
9413,0    34.3739,54.9544,56.5887,53.2959,0,37.1277,1976.0259
9413.5,0    33.2495,51.574,56.5954,49.4663,0,38.2844,1972.8604
9414,0    31.8583,48.3603,51.8921,45.8018,0,36.9177,1972.8604
9414.5,0    30.4567,48.8347,50.4146,46.5203,0,37.3853,1980.7742
9415,0    29.9910,48.644,50.4831,45.9997,0,43.9801,1981.5656
9415.5,0    29.7985,47.0782,49.6516,43.5433,0,47.5719,1990.2708
9416,0    31.2715,49.2698,50.7673,46.7717,0,41.6935,1980.7742
9416.5,0    32.6312,51.6979,52.9285,50.5532,0,36.8502,1979.9828
9417,0    31.7092,50.6233,52.9357,47.7444,0,41.4602,1979.9828
9417.5,0    30.2130,47.3067,49.9293,43.7271,0,50.7229,1985.5225
9418,0    28.0197,43.5607,46.0253,38.7025,0,57.9748,1990.2708
9418.5,0    26.3671,41.7863,43.632,38.7451,0,58.4123,1983.9397
9419,0    25.7846,41.2769,43.9857,38.7721,0,52.9405,1983.1483
9419.5,0    27.1913,43.33,44.4486,41.9143,0,47.797,1987.1052
9420,0    29.6484,47.5575,51.3249,43.5293,0,59.8808,1973.6517
9420.5,0    31.6538,51.095,56.48,45.3739,0,83.5053,1972.8604
9421,0    32.9482,52.6256,56.6384,47.7716,0,91.181,1986.3138
9421.5,0    34.8343,55.8541,59.1974,52.7734,0,81.9083,1984.7311
9422,0    35.9434,58.4352,63.1392,52.2671,0,65.7212,1983.9397
9422.5,0    35.1165,57.0748,60.5072,52.7147,0,48.8904,1973.6517
9423,0    34.5526,55.4164,57.1752,52.8708,0,42.915,1973.6517
9423.5,0    35.6508,56.5349,59.1213,54.2394,0,50.6791,1985.5225
9424,0    36.1087,57.9527,61.2444,55.3543,0,65.6472,1987.1052
9424.5,0    35.8699,58.4481,63.324,53.5533,0,70.5612,1979.9828
9425,0    34.4037,57.2486,62.8635,51.3971,0,52.9892,1972.8604
9425.5,0    33.4993,55.7206,60.4706,50.6617,0,37.9451,1976.0259
9426,0    34.1848,56.0176,59.5191,52.9837,0,43.8398,1983.9397
9426.5,0    33.5010,55.2742,58.9265,51.3339,0,57.059,1976.8173
9427,0    33.0643,53.8682,60.3235,48.1545,0,71.0087,1987.8966
9427.5,0    29.4212,47.5004,54.7312,40.4927,0,79.8536,1977.6086
9428,0    18.6854,29.1865,34.1703,24.7036,0,70.9563,1972.8604
9428.5,0    15.9415,24.4688,26.8174,22.0174,0,55.9916,1975.2345
9429,0    16.3649,25.5097,27.5803,23.393,0,48.836,1976.8173
9429.5,0    18.1788,28.3858,30.0688,26.5999,0,52.6907,1979.9828
9430,0    29.5653,44.6491,48.2299,41.0941,0,56.3758,2003.7244
9430.5,0    34.8593,50.2441,53.5053,46.149,0,53.0149,1988.688
9431,0    34.1796,55.1299,59.6032,51.9759,0,50.756,1976.0259
9431.5,0    35.6246,58.9335,63.1863,56.1749,0,46.6897,1976.0259
