WELLNAME,= 33846-CBL (1),,,,,,
STDEP  =,17,,,,,,
ENDEP  =,10431.5,,,,,,
LEVEL  =,0.5,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL, GR,",LTEN,,,
,,,,,,,
DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN
209,60.8543,93.9816,99.1861,88.9758,0,69.8736,238.936
209.5,59.2047,94.2347,99.1333,89.3593,0,58.6232,243.6843
210,57.8201,94.3494,99.7679,87.7466,0,61.2623,254.7637
210.5,57.4628,94.1531,99.6946,86.8023,0,73.5587,238.936
211,57.5702,93.1846,98.2146,87.791,0,81.3588,238.1446
211.5,58.1171,93.1171,97.4985,88.4201,0,78.1422,227.0653
212,58.1494,93.4064,98.0819,88.5645,0,75.4287,237.3533
212.5,58.7733,94.1865,98.3381,90.394,0,76.0682,245.2671
213,58.7453,94.459,99.1767,90.6128,0,74.7607,256.3465
213.5,57.7159,94.1234,98.5986,90.6727,0,68.4957,238.1446
214,56.779,93.2589,95.4979,89.7446,0,59.9921,246.8499
214.5,55.4314,91.5857,96.1555,87.8185,0,64.6887,231.8136
215,57.4476,92.6489,98.3043,90.1143,0,75.0635,252.3896
215.5,58.5501,93.5491,97.5685,89.4005,0,75.1781,248.4326
216,58.4706,93.1442,97.5274,89.3541,0,66.8747,253.181
216.5,58.0433,92.5442,97.5305,88.8989,0,67.1883,231.0222
217,60.0746,96.0076,101.2848,91.7769,0,77.5449,251.5982
217.5,65.693,104.719,8     110.1831,99.5961,0,73.7508,235.7705
218,51.3278,81.2099,84.853,76.7656,0,56.3763,260.3034
218.5,37.9651,60.5777,64.4885,54.4236,0,46.1032,251.5982
219,34.9761,56.9213,60.2959,52.3971,0,44.2929,255.5551
219.5,32.6788,53.8041,59.8464,50.0693,0,45.4938,227.8566
220,34.3373,55.1985,59.9427,52.5402,0,56.5908,246.8499
220.5,44.7159,70.7587,74.2126,67.6791,0,67.1721,235.7705
221,52.22,82.4662,86.8882,77.0824,0,61.2463,254.7637
221.5,56.8284,90.4792,95.6662,84.5693,0,50.8913,254.7637
222,57.2526,92.8904,99.4429,87.2906,0,56.2557,256.3465
222.5,56.9378,93.3159,100.4115,87.8396,0,67.703,223.8997
223,57.2498,93.6001,100.3654,87.3981,0,70.5993,256.3465
223.5,57.4737,93.295,101.4542,86.7708,0,80.4105,237.3533
224,55.1518,92.152,99.1882,86.6647,0,91.8654,261.0948
224.5,55.7973,91.779,97.6507,86.4811,0,84.8432,257.1379
225,58.5963,92.0633,95.8961,86.3816,0,72.893,256.3465
225.5,59.2068,93.1515,96.9481,86.6506,0,68.6304,256.3465
226,58.8612,93.4508,98.6635,86.9707,0,68.1155,243.6843
226.5,57.0191,92.2614,97.435,87.2031,0,68.631,228.648
227,56.919,91.6397,97.8698,83.9491,0,65.3544,237.3533
227.5,58.1758,91.5796,98.5332,82.7848,0,55.6312,256.3465
228,57.3962,92.5432,100.6563,84.5431,0,43.0724,232.6049
228.5,54.2653,92.7543,97.9491,87.7017,0,45.9763,241.3102
229,53.7328,93.5116,97.7518,88.2753,0,65.9387,234.1877
229.5,56.1587,92.8753,99.5257,86.4917,0,75.8825,225.4825
230,57.8625,92.3938,98.9511,86.0061,0,78.6865,248.4326
230.5,55.2527,91.529,98.6847,79.4286,0,80.1126,251.5982
231,54.6155,92.0456,100.406,80.2189,0,74.4626,230.2308
231.5,56.873,92.6426,103.4822,86.3922,0,68.6208,236.5619
232,57.4327,92.1676,101.9257,86.6424,0,61.9879,225.4825
232.5,58.5538,92.2112,97.8012,87.0646,0,56.9475,216.7773
233,59.0716,91.8809,95.8607,87.9403,0,61.1936,237.3533
233.5,58.7905,91.9938,96.3081,86.9231,0,68.316,246.0585
234,57.0663,91.524,97.5764,85.1735,0,61.1958,240.5188
234.5,55.635,91.4509,97.0507,83.5469,0,44.7044,228.648
235,56.6176,92.3874,99.8899,86.2455,0,38.2874,224.6911
235.5,57.082,92.2887,100.6058,84.5206,0,46.8713,223.1083
236,56.9906,91.4067,100.049,82.4732,0,60.7679,233.3963
236.5,56.9529,91.2926,98.9117,84.381,0,76.5834,245.2671
237,57.2637,91.486,99.2419,84.9056,0,92.6206,245.2671
237.5,57.3033,91.7392,98.5223,85.3446,0,95.6732,240.5188
238,56.9099,91.2493,97.4214,84.526,0,89.9753,230.2308
238.5,57.2833,89.9233,95.0296,81.3122,0,77.7681,223.8997
239,58.1447,90.2515,97.0531,84.1705,0,63.1525,246.0585
239.5,57.7461,89.876,97.7278,85.6798,0,64.6268,250.8068
240,58.113,89.4179,96.7137,82.793,0,73.893,250.0154
240.5,57.2157,89.5731,96.6944,82.6117,0,67.2383,227.8566
241,56.3338,89.9596,96.6229,84.374,0,54.2523,229.4394
241.5,56.0382,89.9721,96.4784,83.3363,0,55.0616,230.2308
242,56.5315,90.5302,96.6244,84.8102,0,62.5152,254.7637
242.5,56.3143,90.3001,94.6663,86.3588,0,73.8315,250.0154
243,55.8005,89.1452,93.9842,84.2276,0,81.5254,251.5982
243.5,56.533,88.9576,93.7392,83.0613,0,72.1778,234.9791
244,54.9518,89.4253,95.8185,82.6844,0,59.1987,250.0154
244.5,55.3319,89.3131,96.5031,82.9881,0,57.0926,223.8997
245,56.4278,89.637,96.2556,83.616,0,60.9907,240.5188
245.5,56.2384,89.6162,95.6294,83.5832,0,65.6249,249.224
246,55.6561,89.4136,95.57,83.1041,0,70.9196,242.893
246.5,55.4894,89.9955,95.634,84.922,0,70.9185,231.8136
247,55.0095,90.2961,95.1251,85.7065,0,73.4409,234.9791
247.5,55.17,89.911,95.9353,84.323,0,80.8313,238.1446
248,55.1059,90.539,99.2495,82.5583,0,81.2691,258.7206
248.5,53.94,91.2561,101.701,82.5674,0,65.0856,250.8068
249,54.2558,90.8724,101.0224,82.951,0,44.4346,245.2671
249.5,55.6909,90.5603,99.1297,84.4744,0,44.1735,232.6049
250,56.1801,90.6484,97.4704,85.299,0,57.2173,250.0154
250.5,56.5668,90.5457,97.6142,84.9111,0,63.6727,231.0222
251,56.8182,90.4008,96.6509,84.9224,0,60.8463,240.5188
251.5,56.6187,90.6851,97.166,85.1881,0,57.1329,255.5551
252,56.9615,91.2246,97.4795,85.4023,0,57.2018,234.1877
252.5,57.1092,90.7472,97.7599,85.0169,0,62.143,237.3533
253,58.6573,90.8691,94.8193,84.0899,0,77.388,237.3533
253.5,60.8788,91.0702,96.3693,83.9445,0,90.2453,231.8136
254,57.8431,91.0366,96.0852,85.9862,0,85.9534,243.6843
254.5,55.8952,91.4518,96.5294,87.0887,0,72.3868,248.4326
255,55.5067,91.3785,96.6596,86.6178,0,59.3423,231.0222
255.5,56.0631,91.4689,96.0258,86.3164,0,50.4469,232.6049
256,56.5206,91.3304,96.2496,87.3907,0,53.2373,237.3533
256.5,55.7496,90.5432,96.1612,84.7127,0,68.5706,229.4394
257,56.1036,90.6276,96.4595,82.5337,0,86.642,238.1446
257.5,57.7786,90.8184,96.9855,83.0165,0,89.3458,257.9293
258,59.5375,91.2054,97.2452,82.7348,0,82.9954,236.5619
258.5,58.2537,91.8887,98.6739,85.1225,0,77.4561,250.0154
259,54.9923,92.8534,104.7447,87.7568,0,66.8145,234.1877
259.5,53.7307,91.9918,103.2893,88.2404,0,60.3162,233.3963
260,50.4809,83.2844,90.0583,77.4084,0,67.5333,253.181
260.5,43.9981,72.0816,79.9011,65.5108,0,72.132,255.5551
261,35.2577,56.0456,62.3289,50.9267,0,71.2521,233.3963
261.5,35.1814,54.657,58.3132,51.6636,0,69.5809,242.893
262,35.8904,56.7434,59.7067,53.6292,2,60.003,229.4394
262.5,36.4201,58.3145,60.9501,55.1485,0,60.0087,227.8566
263,41.0709,68.0548,74.4408,61.9173,0,77.6356,253.9723
263.5,47.3329,81.3045,95.1312,71.1416,0,90.103,257.1379
264,53.4772,89.4947,94.0344,82.8925,0,81.203,224.6911
264.5,56.3846,93.0513,101.6754,86.8177,0,61.9467,248.4326
265,57.9563,92.9572,99.8248,85.8787,0,50.78,228.648
265.5,57.7812,92.3922,99.9767,85.4249,0,51.2694,234.1877
266,57.5073,92.4198,100.2902,86.342,0,49.0835,251.5982
266.5,57.7804,92.4891,100.5691,86.809,0,49.4185,253.181
267,58.2173,92.6347,99.5877,87.5522,0,58.9168,250.0154
267.5,57.7135,93.1456,98.556,87.033,0,65.8666,250.8068
268,56.3125,93.4403,99.4052,87.2041,0,58.1683,251.5982
268.5,56.702,93.4101,99.0659,88.4523,0,52.0115,257.1379
269,58.3222,93.5671,99.2205,88.7383,0,54.7853,253.181
269.5,59.7401,94.3026,102.1348,89.6249,0,60.1692,255.5551
270,59.4616,94.3109,101.8793,89.4765,0,61.2567,239.7274
270.5,58.7947,93.5647,98.942,88.7346,0,65.2877,237.3533
271,58.8914,92.7352,98.6884,87.1806,0,78.6986,229.4394
271.5,57.8017,93.0785,98.0739,88.2209,0,94.6508,242.1016
272,58.5672,93.8344,98.0471,89.935,0,94.1498,250.8068
272.5,59.5518,93.9801,97.629,90.8616,0,84.3939,253.9723
273,59.6482,94.2961,97.4247,92.4871,0,74.1134,238.1446
273.5,61.0394,94.4371,97.5073,91.9774,0,62.6256,236.5619
274,62.3469,94.7606,96.1844,92.3846,0,56.2244,238.936
274.5,60.7702,94.2423,96.436,90.9199,0,55.7414,241.3102
275,59.0382,93.5774,95.2134,91.3505,0,57.7557,257.1379
275.5,59.255,94.0432,95.8483,92.6489,0,62.8255,253.181
276,59.9231,94.66,95.8913,92.9934,0,67.2616,234.9791
276.5,60.1174,95.0619,96.4351,94.0974,0,61.1055,238.1446
277,61.3647,94.9449,97.4916,91.6752,0,55.0783,242.1016
277.5,62.7713,95.5571,99.5573,92.0867,0,59.6452,245.2671
278,60.1087,95.6197,97.5884,92.0627,0,57.4059,250.0154
278.5,57.7514,95.1643,97.7932,90.3724,0,45.9316,257.1379
279,58.7442,95.1648,98.0571,90.8015,0,43.2893,232.6049
279.5,59.6865,95.7549,100.0768,92.0759,0,49.7556,243.6843
280,59.6729,96.209,101.0648,91.6684,0,52.7542,238.936
280.5,59.4165,94.9674,97.6381,89.3434,0,52.1843,234.1877
281,59.0656,94.3603,96.4896,90.8405,0,54.1674,250.8068
281.5,59.258,94.2642,97.6613,90.7211,0,59.6911,253.181
282,59.7959,94.7642,101.4551,89.253,0,73.9407,229.4394
282.5,59.3695,95.178,97.799,91.5361,0,86.9167,246.8499
283,58.0266,94.0574,95.3783,92.2572,0,85.4144,238.936
283.5,58.5879,93.9962,95.1971,92.7185,0,74.1399,239.7274
284,58.5827,94.8418,96.7301,93.0897,0,67.1089,256.3465
284.5,57.851,94.6752,96.5501,91.2287,0,66.2631,254.7637
285,58.3842,94.624,96.8539,90.307,0,67.2876,231.0222
285.5,61.9288,94.3475,95.8333,93.2478,0,64.9159,255.5551
286,61.5324,93.8816,94.904,92.2698,0,61.4649,227.0653
286.5,59.9394,94.3715,95.8874,92.4677,0,63.9143,244.4757
287,58.715,94.6744,96.313,93.4664,0,69.7079,262.6776
287.5,59.3426,94.8682,97.8381,93.1269,0,67.0518,253.181
288,59.7023,94.6966,97.5455,93.5601,0,68.1953,241.3102
288.5,60.0689,94.1919,95.9464,92.2643,0,75.84,252.3896
289,59.9456,94.1251,96.5605,92.0483,0,77.1687,235.7705
289.5,59.1427,94.3818,96.479,92.4051,0,71.8286,248.4326
290,58.3982,94.9988,98.7071,93.4218,0,66.5768,261.0948
290.5,58.5176,95.1151,96.5703,94.1812,0,66.0385,261.0948
291,58.9958,94.9497,96.5254,91.9628,0,68.9235,236.5619
291.5,59.3918,95.1798,96.3012,92.5783,0,64.9529,250.8068
292,60.2509,95.5958,97.7813,93.1615,0,56.138,234.9791
292.5,60.1634,95.6532,98.4382,92.8149,0,50.5757,246.0585
293,59.5133,95.4818,98.5664,93.5031,0,49.281,259.512
293.5,59.1938,95.4878,99.9426,93.0593,0,51.7263,262.6776
294,59.1178,94.9724,96.9541,93.2474,0,58.6351,247.6413
294.5,59.2898,94.7765,96.1164,91.9976,0,63.697,250.0154
295,59.022,95.0026,97.2541,91.445,0,62.126,242.1016
295.5,58.5639,95.3519,98.3197,93.7747,0,54.2263,253.181
296,58.8326,95.2335,96.9897,93.8266,0,51.2282,268.2173
296.5,60.1024,95.323,96.1023,93.9158,0,56.3458,265.0517
297,60.7256,95.323,96.5631,92.7709,0,62.8068,244.4757
297.5,59.641,94.9383,95.9275,93.4007,0,67.5896,244.4757
298,58.9628,94.9099,96.1105,92.7839,0,68.7894,234.1877
298.5,58.2992,94.8221,96.2385,92.0077,0,73.9782,246.8499
299,58.0151,94.2606,95.3714,93.4567,0,90.7505,257.1379
299.5,58.0523,94.0875,96.0527,93.0231,0,101.3389,256.3465
300,57.1784,93.8019,95.6159,91.7368,0,92.4082,235.7705
300.5,57.2025,93.4923,94.7745,91.6655,0,76.4536,242.893
301,58.3796,93.4869,94.3967,92.5036,0,60.0659,238.936
301.5,58.4845,93.395,94.4699,92.1963,0,55.7376,246.8499
302,59.3383,93.1542,94.3823,90.1912,0,64.9117,257.1379
302.5,62.7864,93.5372,96.6672,87.4638,0,66.4549,255.5551
303,63.756,96.7901,102.0259,84.3798,0,62.8961,234.9791
303.5,58.0208,91.7053,98.9707,79.3091,0,68.1167,250.0154
304,41.3958,66.2482,69.1598,62.6338,0,70.9992,241.3102
304.5,35.6405,56.4324,58.8157,54.289,0,73.892,256.3465
305,35.8082,56.0567,59.411,53.5115,0,75.7361,250.8068
305.5,36.0016,54.9026,59.3246,51.2975,0,70.786,258.7206
306,41.8021,64.0199,67.5266,58.3609,0,66.7406,235.7705
306.5,47.7261,74.3905,79.025,70.1157,0,63.9577,250.0154
307,53.4848,84.4911,88.8496,80.8326,0,59.748,241.3102
307.5,57.5895,92.1402,98.1955,88.5796,0,55.4799,253.181
308,58.1176,93.5766,98.8046,89.7388,0,52.277,263.469
308.5,57.7876,93.9281,98.4803,89.1742,0,58.9632,253.181
309,57.3517,93.6541,98.6538,88.0506,0,61.5899,238.1446
309.5,58.0062,93.2626,98.1372,88.5113,0,56.0971,250.8068
310,58.1737,93.5012,98.2117,88.8347,0,59.4464,237.3533
310.5,58.5196,93.905,97.6011,89.7744,0,58.8371,242.893
311,59.9779,94.1235,98.2565,89.4995,0,49.6418,261.8862
311.5,59.1758,93.7136,98.9162,88.9721,0,51.7803,246.0585
312,57.3171,92.9132,97.5845,88.7889,0,72.2135,246.0585
312.5,57.1538,91.8721,97.3981,86.7014,0,83.9607,244.4757
313,57.0277,91.7523,95.9379,87.338,0,71.2388,234.9791
313.5,57.1417,92.2948,95.3336,88.639,0,54.9376,250.0154
314,56.9764,92.4138,96.7734,87.9694,0,50.6649,261.8862
314.5,57.3153,93.3225,97.4588,89.0668,0,49.5464,248.4326
315,58.2685,93.6465,99.3095,89.0541,0,43.6811,238.936
315.5,58.1384,92.8148,96.9875,88.052,0,35.421,248.4326
316,57.2221,92.597,97.1764,86.6317,0,33.5041,238.936
316.5,57.9007,92.2266,96.9137,86.3577,0,40.3653,243.6843
317,58.2701,91.7521,97.3017,85.2739,0,48.9649,266.6345
317.5,57.5122,91.8973,96.5889,87.1781,0,58.5897,249.224
318,57.5605,92.4891,97.0727,87.5795,0,71.6251,243.6843
318.5,57.5583,92.7346,98.7428,87.1826,0,80.4755,253.9723
319,56.66,92.4595,98.7264,87.0578,0,75.8963,243.6843
319.5,56.2719,92.1138,97.303,87.4875,0,68.4085,263.469
320,55.0413,92.5735,96.8201,88.1976,0,64.6005,257.9293
320.5,55.5009,93.1851,96.8573,88.2771,0,58.8675,266.6345
321,57.2563,92.8745,98.784,88.613,0,58.1885,248.4326
321.5,58.6869,92.2724,99.4365,88.377,0,71.33,246.0585
322,58.7005,91.7111,96.4842,87.0011,0,78.8627,241.3102
322.5,57.4872,91.582,95.7181,86.8266,0,71.0984,251.5982
323,57.8296,91.9081,96.4181,88.2306,0,59.7844,257.1379
323.5,57.9674,91.8213,95.3741,88.5587,0,55.327,258.7206
324,58.0056,91.1151,95.0324,87.9093,0,64.0759,238.936
324.5,57.4866,90.8045,95.5875,88.4615,0,79.2964,245.2671
325,55.8461,91.0826,96.3159,87.1062,0,92.7927,242.1016
325.5,55.3478,90.8225,95.3643,87.1625,0,86.5151,261.0948
326,56.0403,91.0613,96.9712,86.599,0,79.757,259.512
326.5,55.8475,91.6744,99.7798,86.3778,0,85.3576,259.512
327,55.6824,91.5132,98.3309,85.845,0,76.6855,236.5619
327.5,56.9838,91.4161,98.5718,86.1334,0,62.4249,241.3102
328,58.0713,91.0341,98.2223,85.783,0,53.8554,244.4757
328.5,57.0493,91.4819,97.1956,85.0619,0,55.4908,266.6345
329,57.2271,92.3449,99.3161,85.7536,0,58.7861,274.5483
329.5,57.4661,92.0363,99.9745,86.6158,0,60.0726,265.0517
330,57.1005,91.8263,97.0758,86.0038,0,63.7851,237.3533
330.5,57.3928,91.8676,96.7123,85.5572,0,66.7543,259.512
331,57.2184,92.3566,97.7682,86.4271,0,63.8639,250.0154
331.5,56.476,92.0845,97.4302,86.5412,0,54.5925,276.9225
332,56.289,91.0458,96.8469,85.6202,0,51.7148,272.9656
332.5,54.8727,90.6739,97.7643,85.1571,0,54.2472,265.0517
333,55.6325,90.1745,96.4527,82.2504,0,50.2934,241.3102
333.5,58.6584,90.9659,95.8149,83.3284,0,55.6084,250.0154
334,59.176,92.6474,98.6968,85.3072,0,68.1824,253.9723
334.5,57.7861,93.0123,98.9691,86.5294,0,69.0405,270.5914
335,57.1279,93.0887,97.9148,86.202,0,67.9253,272.9656
335.5,57.8951,93.3318,98.1637,87.1673,0,71.0285,271.3828
336,58.3738,93.3117,99.8903,87.1534,0,68.9428,246.8499
336.5,58.1554,93.7658,103.5824,87.5492,0,62.9434,255.5551
337,57.9243,93.9859,104.4708,85.2145,0,64.4189,242.1016
337.5,58.1037,93.9798,102.123,85.5633,0,70.5849,265.8431
338,58.124,94.5567,101.1917,87.5936,0,68.2805,265.8431
338.5,57.7765,93.8667,100.9012,85.2552,0,68.5372,254.7637
339,57.6856,93.015,100.2536,87.7653,0,80.2599,250.0154
339.5,57.8431,93.4965,101.5807,87.4637,0,80.1763,262.6776
340,57.5369,93.3971,102.7687,85.2962,0,56.0217,246.8499
340.5,57.0778,92.8956,102.4215,85.1556,0,37.545,269.0087
341,57.4749,93.4428,104.3314,84.8814,0,45.5444,270.5914
341.5,57.5256,92.8759,101.4486,83.2638,0,67.5189,255.5551
342,57.611,92.0638,101.4889,82.6512,0,80.4383,257.9293
342.5,57.7199,92.2544,103.0453,82.512,0,74.0567,257.1379
343,57.3042,92.5265,102.81,82.8211,0,66.7838,249.224
343.5,56.5495,90.9189,100.553,81.5745,0,63.3608,260.3034
344,55.746,90.0452,99.7207,80.817,0,62.4534,272.1742
344.5,56.2124,90.1745,100.4004,82.7297,0,72.9738,246.8499
345,55.1475,89.755,99.5716,81.5478,0,72.5772,260.3034
345.5,52.4234,86.6013,95.0521,78.5542,0,62.2018,260.3034
346,51.2462,82.8449,92.2992,73.8387,0,62.1693,250.8068
346.5,45.349,72.0611,80.6935,59.6111,0,68.6,261.8862
347,36.5429,58.4336,65.6763,48.0203,0,70.9882,261.8862
347.5,35.3025,55.9747,63.2446,49.229,-2,69.6983,247.6413
348,34.6485,54.7322,62.1512,49.5583,0,66.1535,261.8862
348.5,34.8043,57.1891,64.3012,51.9049,0,64.0116,250.0154
349,42.9575,70.4951,77.5614,64.8212,0,62.9132,250.0154
349.5,50.8812,82.3673,90.4353,76.4931,0,71.5413,264.2603
350,56.5912,89.6134,98.3329,80.8674,0,80.596,267.4259
350.5,56.4483,89.4876,98.7328,80.0222,0,72.5425,242.1016
351,56.2289,90.2005,100.522,81.536,0,64.2524,264.2603
351.5,55.9111,90.4351,100.4728,82.2901,0,67.3101,250.0154
352,55.6417,90.6583,100.3921,82.5196,0,73.7957,245.2671
352.5,56.0364,90.7504,99.8688,83.1331,0,72.818,268.2173
353,56.9469,90.5834,97.502,83.1744,0,74.1488,269.8
353.5,57.5662,89.9507,96.4937,82.3394,0,84.7422,265.8431
354,57.1589,89.4266,96.5268,81.7439,0,82.5574,263.469
354.5,56.3132,89.3124,97.7494,81.488,0,67.0802,260.3034
355,55.5938,89.0279,97.5846,81.6805,0,57.851,269.0087
355.5,55.2388,89.1382,97.2621,82.7634,0,56.0442,269.0087
356,55.3164,89.2432,97.5441,83.1022,0,58.9663,269.0087
356.5,55.7318,89.689,98.3639,82.003,0,65.0688,267.4259
357,55.8337,89.3056,97.5221,80.2749,0,67.5329,244.4757
357.5,54.9571,88.839,96.7993,81.693,0,64.2576,250.0154
358,55.6434,89.1436,97.0954,82.3522,0,62.1264,250.0154
358.5,56.4751,88.877,96.5754,80.9083,0,59.1101,274.5483
359,57.5062,89.3899,96.5115,82.7721,0,60.4163,276.9225
359.5,58.4578,90.7696,97.4344,84.1866,0,67.909,265.0517
360,57.042,90.9317,97.2638,84.0893,0,77.4612,251.5982
360.5,55.3292,89.9225,96.3883,82.9873,0,76.1464,242.1016
361,54.9819,89.127,95.1654,83.7185,0,68.7705,256.3465
361.5,54.9989,89.6399,95.7668,83.5757,0,73.68,264.2603
362,55.1343,89.7005,95.704,83.3288,0,83.8735,272.9656
362.5,55.3916,89.8923,96.6176,84.3591,0,89.6613,258.7206
363,55.9736,90.3049,97.8196,84.1132,0,88.4721,248.4326
363.5,56.2111,90.0131,97.7068,84.2414,0,74.579,265.8431
364,55.8538,89.7471,97.4079,83.9696,0,65.8637,259.512
364.5,55.7654,89.0205,95.0325,84.2093,0,67.0746,269.0087
365,56.0069,88.389,93.9314,83.6068,0,65.281,268.2173
365.5,56.5759,88.0823,92.1775,84.1725,0,59.3106,253.9723
366,57.1966,88.1945,92.5739,83.8914,0,55.1452,259.512
366.5,55.8253,88.6703,93.7787,84.3429,0,57.7621,260.3034
367,55.2626,88.4676,93.3713,84.2949,0,57.4081,252.3896
367.5,55.0395,88.4037,93.2721,84.0041,0,58.7363,268.2173
368,53.8711,89.309,96.0185,84.3012,0,59.5946,268.2173
368.5,54.003,90.6119,98.9493,86.4707,0,58.8813,250.0154
369,54.9109,90.0203,95.1281,85.9633,0,66.3363,246.8499
369.5,56.0966,89.1817,93.5343,85.5158,0,66.8519,247.6413
370,55.8421,89.4186,96.5689,84.5612,0,55.1009,250.0154
370.5,56.5995,89.6832,96.288,84.8756,0,49.4358,262.6776
371,57.4076,89.5418,92.8659,84.3367,0,48.2515,271.3828
371.5,56.3739,88.7649,92.5121,83.8252,0,52.9851,246.0585
372,56.514,88.8707,92.6542,85.0789,0,60.7124,271.3828
372.5,57.42,89.6076,93.2864,85.6288,0,62.5111,269.0087
373,57.8807,89.3487,93.2023,85.6357,0,64.1053,252.3896
373.5,56.9736,89.6896,94.013,85.9572,0,66.1891,274.5483
374,56.6737,89.7125,93.7784,85.7592,0,68.5091,277.7139
374.5,56.5318,90.2993,95.0194,86.1945,0,73.7409,255.5551
375,56.7293,91.6577,97.9754,87.1855,0,73.8272,272.9656
375.5,56.7435,91.6777,96.7521,87.6937,0,67.5548,251.5982
376,55.8984,91.1498,95.4673,87.5406,0,62.6912,261.8862
376.5,55.6487,90.8675,94.8278,87.893,0,62.8974,269.8
377,56.3591,91.287,94.8837,87.9169,0,63.4542,276.9225
377.5,57.2287,91.4141,96.0139,87.6801,0,54.0776,248.4326
378,57.1891,91.175,96.5383,87.0188,0,47.4367,267.4259
378.5,56.4539,91.2683,95.2729,86.7172,0,54.0462,248.4326
379,56.5513,91.1271,95.2284,86.388,0,69.6971,255.5551
379.5,57.4061,91.7783,95.4494,88.0577,0,75.6251,272.9656
380,57.7427,92.3947,95.6732,88.355,0,69.4403,266.6345
380.5,57.6595,92.2261,95.6587,88.5936,0,65.0694,264.2603
381,57.4274,91.7189,96.1485,88.3999,0,67.8765,267.4259
381.5,57.5878,91.3757,96.2355,86.8492,0,79.2934,246.0585
382,56.933,91.4431,96.0665,87.6624,0,80.914,263.469
382.5,56.7172,91.8794,95.4772,87.1582,0,69.5099,266.6345
383,57.3585,92.3108,96.7599,86.9784,0,62.0316,278.5053
383.5,57.6387,92.7162,99.2574,86.1226,0,63.1106,263.469
384,57.9413,93.1578,100.6821,86.1507,0,70.4211,269.0087
384.5,58.5477,92.6889,98.173,88.0071,0,64.4834,261.0948
385,58.6423,92.3695,97.6045,88.9788,0,46.9702,270.5914
385.5,58.6489,92.9474,99.1892,89.3879,0,41.6959,276.9225
386,57.4167,92.8203,98.0477,88.0476,0,40.2406,283.2536
386.5,56.7429,93.1299,97.7685,88.1825,0,30.1998,258.7206
387,57.0762,93.2756,96.8117,88.9834,0,28.9783,265.0517
387.5,58.2656,92.8531,96.2114,89.6467,0,32.8629,262.6776
388,59.3122,92.7489,97.8488,88.6142,0,32.6845,268.2173
388.5,59.3426,93.3369,98.0062,88.3148,0,37.5817,276.1311
389,58.3752,93.6471,97.6359,89.3675,0,50.4173,279.2967
389.5,57.9389,93.4339,96.672,89.8858,0,69.1023,256.3465
390,53.8576,85.6393,87.8868,82.9763,0,78.9336,265.0517
390.5,47.2608,74.5504,76.4417,72.9112,0,73.3565,254.7637
391,40.839,64.2809,65.8632,62.5904,0,71.555,269.8
391.5,35.6815,54.9652,57.6225,52.3458,0,71.7928,274.5483
392,35.8782,56.273,58.495,53.5647,-2,63.06,280.088
392.5,35.2999,57.4054,59.8323,55.1479,0,55.5455,257.1379
393,41.0508,67.1686,69.4543,64.1481,0,60.1816,272.1742
393.5,57.7279,93.3249,95.1139,90.7277,0,54.3142,266.6345
394,60.2826,98.3161,100.8288,93.6707,0,40.4222,264.2603
394.5,57.5877,94.2505,97.3613,89.5697,0,46.43,268.2173
395,56.2928,93.692,98.0598,91.3208,0,62.3769,281.6708
395.5,55.323,93.4195,97.8916,90.7604,0,66.4042,251.5982
396,56.7659,93.5092,97.3715,90.6144,0,68.6116,261.8862
396.5,57.8059,92.7498,95.6829,88.9812,0,72.8684,253.9723
397,58.4512,92.643,95.8811,88.8003,0,67.7795,269.0087
397.5,58.5482,92.8711,97.1503,87.0962,0,60.4524,272.9656
398,57.8418,94.1742,101.1368,89.2828,0,63.9435,276.9225
398.5,58.0133,95.1781,103.5572,90.7211,0,73.4183,276.9225
399,58.3979,93.6154,98.73,90.3916,0,81.9842,273.757
399.5,58.7247,93.0259,96.8186,89.58,0,87.1653,253.9723
400,58.8235,93.4876,96.1239,90.8277,0,83.3458,259.512
400.5,58.5327,93.1689,95.4733,90.778,0,72.0467,269.8
401,57.3205,91.9279,95.0821,88.901,0,58.1742,278.5053
401.5,57.4235,92.4948,95.4568,89.2884,0,47.7535,261.0948
402,58.1927,93.8091,95.7819,92.8106,0,50.2478,286.4191
402.5,58.0623,93.9493,95.1095,92.3122,0,59.4645,258.7206
403,57.5092,93.6678,95.6673,88.453,0,61.415,269.8
403.5,56.7664,92.8123,95.71,86.3099,0,52.7741,276.1311
404,56.5799,92.2332,94.819,90.7691,0,54.6867,269.0087
404.5,56.6557,92.1879,94.2263,89.974,0,62.5244,250.8068
405,56.82,91.8857,97.5344,89.6019,0,56.6393,267.4259
405.5,57.0311,91.425,97.7679,86.2104,0,50.8968,253.9723
406,57.2663,91.1035,94.8886,88.5573,0,58.4596,255.5551
406.5,56.6071,90.5099,93.246,89.0309,0,67.574,275.3397
407,55.1524,89.4445,91.6147,87.1989,0,63.8413,261.0948
407.5,54.7995,89.5202,90.9748,87.7432,0,59.1131,259.512
408,54.6323,89.7577,91.7595,87.502,0,64.2526,267.4259
408.5,54.8916,90.5862,92.8976,88.0552,0,70.8984,250.8068
409,54.936,90.7317,93.1638,87.6553,0,67.552,268.2173
